INDEX,Document,Topic,Name,Top_n_words,Probability,Representative_document
713,escolher dois terços dos membros do Tribunal de Contas da União;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.46573578542197924,False
714,aprovar iniciativas do Poder Executivo referentes a atividades nucleares;,1,1_direito_direitos_publicos_pessoa,direito - direitos - publicos - pessoa - assegurado - protecao - radiodifusao - politicos - permissao - concessao permissao,0.059897529953276366,False
715,autorizar referendo e convocar plebiscito;,29,29_voto_secreto_candidato_voto secreto,voto - secreto - candidato - voto secreto - votos - eleitoral - votacao - palavras - mediante eleicao - palavras votos,0.24689162105786172,False
716,"autorizar, em terras indígenas, a exploração e o aproveitamento de recursos hídricos e a pesquisa e lavra de riquezas minerais;",12,12_minerais_meio ambiente_ambiente_recursos,minerais - meio ambiente - ambiente - recursos - meio - lavra - recursos minerais - aproveitamento - recursos hidricos - recursos naturais,1.0,True
717,"aprovar, previamente, a alienação ou concessão de terras públicas com área superior a dois mil e quinhentos hectares.",5,5_agraria_propriedade_rural_reforma agraria,agraria - propriedade - rural - reforma agraria - reforma - urbano - imovel - rurais - fins reforma - urbana,1.0,False
718,"decretar o estado de calamidade pública de âmbito nacional previsto nos arts. 167-B, 167-C, 167-D, 167-E, 167-F e 167-G desta Constituição.",22,22_167_167 167_calamidade_calamidade publica,167 - 167 167 - calamidade - calamidade publica - art - 167 desta - art 167 - publica ambito - desta constituicao - ambito nacional,1.0,False
719,É da competência exclusiva do Congresso Nacional:,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4340823785969282,False
720,"A Câmara dos Deputados e o Senado Federal, ou qualquer de suas comissões, poderão convocar Ministro de Estado para prestar, pessoalmente, informações sobre assunto previamente determinado, importando crime de responsabilidade a ausência sem justificação adequada.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8033966684191132,False
721,"Os Ministros de Estado poderão comparecer ao Senado Federal, à Câmara dos Deputados ou a qualquer de suas comissões, por sua iniciativa e mediante entendimentos com a Mesa respectiva, para expor assunto de relevância de seu Ministério.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5505133495451249,False
722,"As Mesas da Câmara dos Deputados e do Senado Federal poderão encaminhar pedidos escritos de informação aos Ministros de Estado, importando crime de responsabilidade a recusa, ou o não-atendimento no prazo de trinta dias, bem como a prestação de informações falsas.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8011765093931353,False
723,"autorizar, por dois terços de seus membros, a instauração de processo contra o Presidente e o Vice-Presidente da República e os Ministros de Estado;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.42535808315564305,False
724,"proceder à tomada de contas do Presidente da República, quando não apresentadas ao Congresso Nacional dentro de sessenta dias após a abertura da sessão legislativa;",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.28314956216316717,False
725,elaborar seu regimento interno ;,9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.1561046792879164,False
726,"dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços e fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias;",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
727,"eleger membros do Conselho da República, nos termos do art. 89, VII.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.21467558155293864,False
728,Compete privativamente à Câmara dos Deputados:,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4250154668953804,False
729,processar e julgar o Presidente e o Vice-Presidente da República nos crimes de responsabilidade e os Ministros de Estado nos crimes da mesma natureza conexos com aqueles;,13,13_tribunal_supremo tribunal_tribunal federal_supremo,tribunal - supremo tribunal - tribunal federal - supremo - federal - tercos - dois tercos - membros - ato - tercos membros,0.05017448934416561,False
730,"processar e julgar os Ministros do Supremo Tribunal Federal, o Procurador-Geral da República e o Advogado-Geral da União nos crimes de responsabilidade;",13,13_tribunal_supremo tribunal_tribunal federal_supremo,tribunal - supremo tribunal - tribunal federal - supremo - federal - tercos - dois tercos - membros - ato - tercos membros,0.051272339194047875,False
731,"magistrados, nos casos estabelecidos nesta Constituição ;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.46689059981848624,False
732,Ministros do Tribunal de Contas da União indicados pelo Presidente da República;,26,26_geral_procurador_procurador geral_republica,geral - procurador - procurador geral - republica - geral republica - ministros - tribunal - anos - ministros tribunal - mandato dois,1.0,False
733,Governador de Território;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.1852818658174329,False
734,presidente e diretores do Banco Central;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.18385048805649218,False
735,Procurador-Geral da República;,26,26_geral_procurador_procurador geral_republica,geral - procurador - procurador geral - republica - geral republica - ministros - tribunal - anos - ministros tribunal - mandato dois,1.0,False
736,titulares de outros cargos que a lei determinar;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8937738324690546,False
737,"aprovar previamente, por voto secreto, após argüição pública, a escolha de:",29,29_voto_secreto_candidato_voto secreto,voto - secreto - candidato - voto secreto - votos - eleitoral - votacao - palavras - mediante eleicao - palavras votos,1.0,False
738,"aprovar previamente, por voto secreto, após argüição em sessão secreta, a escolha dos chefes de missão diplomática de caráter permanente;",29,29_voto_secreto_candidato_voto secreto,voto - secreto - candidato - voto secreto - votos - eleitoral - votacao - palavras - mediante eleicao - palavras votos,0.21270003926702372,False
739,"autorizar operações externas de natureza financeira, de interesse da União, dos Estados, do Distrito Federal, dos Territórios e dos Municípios;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.6113146919639701,False
740,"fixar, por proposta do Presidente da República, limites globais para o montante da dívida consolidada da União, dos Estados, do Distrito Federal e dos Municípios;",35,35_credito_banco central_banco_central,credito - banco central - banco - central - financeiras - credito cambio - precatorios - operacoes - cambio - uniao,1.0,True
741,"dispor sobre limites globais e condições para as operações de crédito externo e interno da União, dos Estados, do Distrito Federal e dos Municípios, de suas autarquias e demais entidades controladas pelo poder público federal;",35,35_credito_banco central_banco_central,credito - banco central - banco - central - financeiras - credito cambio - precatorios - operacoes - cambio - uniao,0.23799067586137643,False
742,dispor sobre limites e condições para a concessão de garantia da União em operações de crédito externo e interno;,35,35_credito_banco central_banco_central,credito - banco central - banco - central - financeiras - credito cambio - precatorios - operacoes - cambio - uniao,0.22055262851093024,False
743,"estabelecer limites globais e condições para o montante da dívida mobiliária dos Estados, do Distrito Federal e dos Municípios;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.49386092686105687,False
744,"suspender a execução, no todo ou em parte, de lei declarada inconstitucional por decisão definitiva do Supremo Tribunal Federal;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.7973964615309593,False
745,"aprovar, por maioria absoluta e por voto secreto, a exoneração, de ofício, do Procurador-Geral da República antes do término de seu mandato;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4603701456882011,False
746,elaborar seu regimento interno;,9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.13392094146455324,False
747,"dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços e fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias;",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
748,"eleger membros do Conselho da República, nos termos do art. 89, VII.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.1888117605012435,False
749,"avaliar periodicamente a funcionalidade do Sistema Tributário Nacional, em sua estrutura e seus componentes, e o desempenho das administrações tributárias da União, dos Estados e do Distrito Federal e dos Municípios.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.635683830070764,False
750,Compete privativamente ao Senado Federal:,11,11_presidente_senado federal_senado_presidente republica,presidente - senado federal - senado - presidente republica - republica - vice presidente - vice - camara deputados - camara - republica presidente,1.0,True
751,"Nos casos previstos nos incisos I e II, funcionará como Presidente o do Supremo Tribunal Federal, limitando-se a condenação, que somente será proferida por dois terços dos votos do Senado Federal, à perda do cargo, com inabilitação, por oito anos, para o exercício de função pública, sem prejuízo das demais sanções judiciais cabíveis.",13,13_tribunal_supremo tribunal_tribunal federal_supremo,tribunal - supremo tribunal - tribunal federal - supremo - federal - tercos - dois tercos - membros - ato - tercos membros,0.07658547139263361,False
752,"Os Deputados e Senadores são invioláveis por suas opiniões, palavras e votos.",29,29_voto_secreto_candidato_voto secreto,voto - secreto - candidato - voto secreto - votos - eleitoral - votacao - palavras - mediante eleicao - palavras votos,0.5666786928106763,False
753,"Os Deputados e Senadores, desde a expedição do diploma, serão submetidos a julgamento perante o Supremo Tribunal Federal.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.2706139608752738,False
754,"Desde a expedição do diploma, os membros do Congresso Nacional não poderão ser presos, salvo em flagrante de crime inafiançável, nem processados criminalmente sem prévia licença de sua Casa.",55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,True
755,O indeferimento do pedido de licença ou a ausência de deliberação suspende a prescrição enquanto durar o mandato.,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8004040694784657,False
756,"No caso de flagrante de crime inafiançável, os autos serão remetidos, dentro de vinte e quatro horas, à Casa respectiva, para que, pelo voto secreto da maioria de seus membros, resolva sobre a prisão e autorize, ou não, a formação de culpa.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,1.0,False
757,Os Deputados e Senadores serão submetidos a julgamento perante o Supremo Tribunal Federal.,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.46764299338858595,False
758,"Os Deputados e Senadores não serão obrigados a testemunhar sobre informações recebidas ou prestadas em razão do exercício do mandato, nem sobre as pessoas que lhes confiaram ou deles receberam informações.",55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,False
759,"A incorporação às Forças Armadas de Deputados e Senadores, embora militares e ainda que em tempo de guerra, dependerá de prévia licença da Casa respectiva.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,1.0,True
760,"As imunidades de Deputados ou Senadores subsistirão durante o estado de sítio, só podendo ser suspensas mediante o voto de dois terços dos membros da Casa respectiva, nos casos de atos, praticados fora do recinto do Congresso, que sejam incompatíveis com a execução da medida.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8016039292701186,False
761,"firmar ou manter contrato com pessoa jurídica de direito público, autarquia, empresa pública, sociedade de economia mista ou empresa concessionária de serviço público, salvo quando o contrato obedecer a cláusulas uniformes;",32,32_cargo_publico_concurso_provas,cargo - publico - concurso - provas - comissao - servidores - regime - cargo comissao - concurso publico - previdencia,0.11910065589004339,False
762,"aceitar ou exercer cargo, função ou emprego remunerado, inclusive os de que sejam demissíveis ad nutum, nas entidades constantes da alínea anterior;",40,40_cargo_emprego funcao_emprego_cargo emprego,cargo - emprego funcao - emprego - cargo emprego - funcao - mandato - eletivo - empregos - funcoes - afastado,0.190551434046158,False
763,desde a expedição do diploma:,20,20_anistia_desde_desde posse_resolucoes disponham,anistia - desde - desde posse - resolucoes disponham - relacionadas sao - perpetuo - resolucoes - omissoes relacionadas - sao consideradas - seguintes vedacoes,0.08321573702397381,False
764,"ser proprietários, controladores ou diretores de empresa que goze de favor decorrente de contrato com pessoa jurídica de direito público, ou nela exercer função remunerada;",32,32_cargo_publico_concurso_provas,cargo - publico - concurso - provas - comissao - servidores - regime - cargo comissao - concurso publico - previdencia,1.0,False
765,"ocupar cargo ou função de que sejam demissíveis ad nutum, nas entidades referidas no inciso I, a;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.891310703741182,False
766,"patrocinar causa em que seja interessada qualquer das entidades a que se refere o inciso I, a;",41,41_sociais_contribuicoes_contribuicoes sociais_pessoal encargos,sociais - contribuicoes - contribuicoes sociais - pessoal encargos - encargos - sociais intervencao - dominio economico - encargos sociais - intervencao dominio - pessoal,0.11863782114351082,False
767,ser titulares de mais de um cargo ou mandato público eletivo.,32,32_cargo_publico_concurso_provas,cargo - publico - concurso - provas - comissao - servidores - regime - cargo comissao - concurso publico - previdencia,0.2329619525231813,False
768,desde a posse:,20,20_anistia_desde_desde posse_resolucoes disponham,anistia - desde - desde posse - resolucoes disponham - relacionadas sao - perpetuo - resolucoes - omissoes relacionadas - sao consideradas - seguintes vedacoes,1.0,False
769,Os Deputados e Senadores não poderão:,55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,False
770,que infringir qualquer das proibições estabelecidas no artigo anterior;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8238324174011912,False
771,cujo procedimento for declarado incompatível com o decoro parlamentar;,55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,False
772,"que deixar de comparecer, em cada sessão legislativa, à terça parte das sessões ordinárias da Casa a que pertencer, salvo licença ou missão por esta autorizada;",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.07920253214487002,False
773,que perder ou tiver suspensos os direitos políticos;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.04375297620197094,False
774,"quando o decretar a Justiça Eleitoral, nos casos previstos nesta Constituição ;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8917648555716995,False
775,que sofrer condenação criminal em sentença transitada em julgado.,27,27_preso_transitada_transitada julgado_julgado,preso - transitada - transitada julgado - julgado - sentenca - sentenca transitada - prisao - julgamento - condenado - julgados,1.0,True
776,Perderá o mandato o Deputado ou Senador:,55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,False
777,"É incompatível com o decoro parlamentar, além dos casos definidos no regimento interno , o abuso das prerrogativas asseguradas a membro do Congresso Nacional ou a percepção de vantagens indevidas.",55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,True
778,"Nos casos dos incisos I, II e VI, a perda do mandato será decidida pela Câmara dos Deputados ou pelo Senado Federal, por voto secreto e maioria absoluta, mediante provocação da respectiva Mesa ou de partido político representado no Congresso Nacional, assegurada ampla defesa.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.7946171499600589,False
779,"Nos casos previstos nos incisos III a V, a perda será declarada pela Mesa da Casa respectiva, de ofício ou mediante provocação de qualquer de seus membros ou de partido político representado no Congresso Nacional, assegurada ampla defesa.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5353488634959469,False
780,"A renúncia de parlamentar submetido a processo que vise ou possa levar à perda do mandato, nos termos deste artigo, terá seus efeitos suspensos até as deliberações finais de que tratam os §§ 2º e 3º.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8029266949107723,False
781,"investido no cargo de Ministro de Estado, Governador de Território, Secretário de Estado, do Distrito Federal, de Território, de Prefeitura de capital ou chefe de missão diplomática temporária;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8887645914905502,False
782,"licenciado pela respectiva Casa por motivo de doença, ou para tratar, sem remuneração, de interesse particular, desde que, neste caso, o afastamento não ultrapasse cento e vinte dias por sessão legislativa.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.4389381745770317,False
783,Não perderá o mandato o Deputado ou Senador:,55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,1.0,True
784,"O suplente será convocado nos casos de vaga, de investidura em funções previstas neste artigo ou de licença superior a cento e vinte dias.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.12244654358541687,False
785,"Ocorrendo vaga e não havendo suplente, far-se-á eleição para preenchê-la se faltarem mais de quinze meses para o término do mandato.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.183554453463384,False
786,"Na hipótese do inciso I, o Deputado ou Senador poderá optar pela remuneração do mandato.",45,45_153_dispoem arts_153 2o_iii 153,153 - dispoem arts - 153 2o - iii 153 - 150 ii - dispoem - ii 153 - 153 iii - 150 - arts,0.1753965561417061,False
787,"O Congresso Nacional reunir-se-á, anualmente, na Capital Federal, de 15 de fevereiro a 30 de junho e de 1º de agosto a 15 de dezembro.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.20992619291116116,False
788,"As reuniões marcadas para essas datas serão transferidas para o primeiro dia útil subseqüente, quando recaírem em sábados, domingos ou feriados.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.12706614234581468,False
789,A sessão legislativa não será interrompida sem a aprovação do projeto de lei de diretrizes orçamentárias.,50,50_nao_orcamentarias_abertura creditos_creditos suplementares,nao - orcamentarias - abertura creditos - creditos suplementares - lei diretrizes - execucao - diretrizes orcamentarias - despesa - suplementares - abertura,0.03404391954215475,False
790,inaugurar a sessão legislativa;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.44679751754817787,False
791,elaborar o regimento comum e regular a criação de serviços comuns às duas Casas;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5491134022814506,False
792,receber o compromisso do Presidente e do Vice-Presidente da República;,11,11_presidente_senado federal_senado_presidente republica,presidente - senado federal - senado - presidente republica - republica - vice presidente - vice - camara deputados - camara - republica presidente,0.17956902951704576,False
793,conhecer do veto e sobre ele deliberar.,0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.10939919150401535,False
794,"Além de outros casos previstos nesta Constituição , a Câmara dos Deputados e o Senado Federal reunir-se-ão em sessão conjunta para:",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.16312555856157615,False
795,"Cada uma das Casas reunir-se-á em sessões preparatórias, a partir de 1º de fevereiro, no primeiro ano da legislatura, para a posse de seus membros e eleição das respectivas Mesas, para mandato de dois anos, vedada a recondução para o mesmo cargo na eleição imediatamente subseqüente.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.24057738637919662,False
796,"A Mesa do Congresso Nacional será presidida pelo Presidente do Senado Federal, e os demais cargos serão exercidos, alternadamente, pelos ocupantes de cargos equivalentes na Câmara dos Deputados e no Senado Federal.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4560182236484982,False
797,"pelo Presidente do Senado Federal, em caso de decretação de estado de defesa ou de intervenção federal, de pedido de autorização para a decretação de estado de sítio e para o compromisso e a posse do Presidente e do Vice-Presidente da República;",11,11_presidente_senado federal_senado_presidente republica,presidente - senado federal - senado - presidente republica - republica - vice presidente - vice - camara deputados - camara - republica presidente,0.13770865673840726,False
798,"pelo Presidente da República, pelos Presidentes da Câmara dos Deputados e do Senado Federal, ou a requerimento da maioria dos membros de ambas as Casas, em caso de urgência ou interesse público relevante.",11,11_presidente_senado federal_senado_presidente republica,presidente - senado federal - senado - presidente republica - republica - vice presidente - vice - camara deputados - camara - republica presidente,0.17050401196533646,False
799,A convocação extraordinária do Congresso Nacional far-se-á:,0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.3557793293162121,False
800,"Na sessão legislativa extraordinária, o Congresso Nacional somente deliberará sobre a matéria para a qual foi convocado.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.34348542029017876,False
801,"Havendo medidas provisórias em vigor na data de convocação extraordinária do Congresso Nacional, serão elas automaticamente incluídas na pauta da convocação.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.3341199257555711,False
802,"O Congresso Nacional e suas Casas terão comissões permanentes e temporárias, constituídas na forma e com as atribuições previstas no respectivo regimento ou no ato de que resultar sua criação.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,1.0,True
803,"Na constituição das Mesas e de cada comissão, é assegurada, tanto quanto possível, a representação proporcional dos partidos ou dos blocos parlamentares que participam da respectiva Casa.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.11110931432806657,False
804,"discutir e votar projeto de lei que dispensar, na forma do regimento, a competência do plenário, salvo se houver recurso de um décimo dos membros da Casa;",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.06373412881008093,False
805,realizar audiências públicas com entidades da sociedade civil;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.44537912088174236,False
806,convocar Ministros de Estado para prestar informações sobre assuntos inerentes a suas atribuições;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.536881474541286,False
807,"receber petições, reclamações, representações ou queixas de qualquer pessoa contra atos ou omissões das autoridades ou entidades públicas;",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
808,solicitar depoimento de qualquer autoridade ou cidadão;,2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
809,"apreciar programas de obras, planos nacionais, regionais e setoriais de desenvolvimento e sobre eles emitir parecer.",52,52_desenvolvimento_planos_planos nacionais_nacionais regionais,desenvolvimento - planos - planos nacionais - nacionais regionais - regionais - nacionais - execucao politicas - desenvolvimento nacional - setoriais desenvolvimento - economico,1.0,False
810,"Às comissões, em razão da matéria de sua competência, cabe:",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.46901891423744735,False
811,"As comissões parlamentares de inquérito, que terão poderes de investigação próprios das autoridades judiciais, além de outros previstos nos regimentos das respectivas Casas, serão criadas pela Câmara dos Deputados e pelo Senado Federal, em conjunto ou separadamente, mediante requerimento de um terço de seus membros, para a apuração de fato determinado e por prazo certo, sendo suas conclusões, se for o caso, encaminhadas ao Ministério Público, para que promova a responsabilidade civil ou criminal dos infratores.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8960836777212711,False
812,"Durante o recesso, haverá uma comissão representativa do Congresso Nacional, eleita por suas Casas na última sessão ordinária do período legislativo, com atribuições definidas no regimento comum , cuja composição reproduzirá, quanto possível, a proporcionalidade da representação partidária.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,1.0,False
813,emendas à Constituição ;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.04613046345099148,False
814,leis complementares;,54,54_lei complementar_complementar_complementar cabe_cabe lei,lei complementar - complementar - complementar cabe - cabe lei - cabe - lei - leis - fortunas - compreendidos art - contraditorio especial,1.0,False
815,leis ordinárias;,56,56_lei_sobre lei_capacidade_dispora sobre,lei - sobre lei - capacidade - dispora sobre - dispora - lei lei - pessoa juridica - hipoteses - forma lei - juridica,1.0,False
816,leis delegadas;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4444804575727971,False
817,medidas provisórias;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8058187723130044,False
818,decretos legislativos;,22,22_167_167 167_calamidade_calamidade publica,167 - 167 167 - calamidade - calamidade publica - art - 167 desta - art 167 - publica ambito - desta constituicao - ambito nacional,0.061395843944885925,False
819,resoluções.,20,20_anistia_desde_desde posse_resolucoes disponham,anistia - desde - desde posse - resolucoes disponham - relacionadas sao - perpetuo - resolucoes - omissoes relacionadas - sao consideradas - seguintes vedacoes,1.0,True
820,O processo legislativo compreende a elaboração de:,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5602254517156353,False
821,"Lei complementar disporá sobre a elaboração, redação, alteração e consolidação das leis.",54,54_lei complementar_complementar_complementar cabe_cabe lei,lei complementar - complementar - complementar cabe - cabe lei - cabe - lei - leis - fortunas - compreendidos art - contraditorio especial,1.0,False
