Na constituição das Mesas e de cada comissão, é assegurada, tanto quanto possível, a representação proporcional dos partidos ou dos blocos parlamentares que participam da respectiva Casa.$16$presidente república câmara senado
discutir e votar projeto de lei que dispensar, na forma do regimento, a competência do plenário, salvo se houver recurso de um décimo dos membros da Casa;$4$maioria absoluta república membros
realizar audiências públicas com entidades da sociedade civil;$-1$lei federal nacional sobre
convocar Ministros de Estado para prestar informações sobre assuntos inerentes a suas atribuições;$-1$lei federal nacional sobre
receber petições, reclamações, representações ou queixas de qualquer pessoa contra atos ou omissões das autoridades ou entidades públicas;$21$reclamações contra receber auxiliares
solicitar depoimento de qualquer autoridade ou cidadão;$-1$lei federal nacional sobre
apreciar programas de obras, planos nacionais, regionais e setoriais de desenvolvimento e sobre eles emitir parecer.$8$diretrizes orçamentárias plurianual anual
Às comissões, em razão da matéria de sua competência, cabe:$0$ organização ministério administrativa seguintes
As comissões parlamentares de inquérito, que terão poderes de investigação próprios das autoridades judiciais, além de outros previstos nos regimentos das respectivas Casas, serão criadas pela Câmara dos Deputados e pelo Senado Federal, em conjunto ou separadamente, mediante requerimento de um terço de seus membros, para a apuração de fato determinado e por prazo certo, sendo suas conclusões, se for o caso, encaminhadas ao Ministério Público, para que promova a responsabilidade civil ou criminal dos infratores.$-1$lei federal nacional sobre
Durante o recesso, haverá uma comissão representativa do Congresso Nacional, eleita por suas Casas na última sessão ordinária do período legislativo, com atribuições definidas no regimento comum , cuja composição reproduzirá, quanto possível, a proporcionalidade da representação partidária.$4$maioria absoluta república membros
emendas à Constituição ;$37$bens fortunas resoluções legislativos
leis complementares;$-1$lei federal nacional sobre
leis ordinárias;$-1$lei federal nacional sobre
leis delegadas;$-1$lei federal nacional sobre
medidas provisórias;$-1$lei federal nacional sobre
decretos legislativos;$37$bens fortunas resoluções legislativos
resoluções.$37$bens fortunas resoluções legislativos
O processo legislativo compreende a elaboração de:$-1$lei federal nacional sobre
Lei complementar disporá sobre a elaboração, redação, alteração e consolidação das leis.$14$sobre disporá legislar impostos
de um terço, no mínimo, dos membros da Câmara dos Deputados ou do Senado Federal;$-1$lei federal nacional sobre
do Presidente da República;$16$presidente república câmara senado
de mais da metade das Assembléias Legislativas das unidades da Federação, manifestando-se, cada uma delas, pela maioria relativa de seus membros.$4$maioria absoluta república membros
A Constituição poderá ser emendada mediante proposta:$4$maioria absoluta república membros
A Constituição não poderá ser emendada na vigência de intervenção federal, de estado de defesa ou de estado de sítio.$32$sítio estado defesa intervenção
A proposta será discutida e votada em cada Casa do Congresso Nacional, em dois turnos, considerando-se aprovada se obtiver, em ambos, três quintos dos votos dos respectivos membros.$4$maioria absoluta república membros
A emenda à Constituição será promulgada pelas Mesas da Câmara dos Deputados e do Senado Federal, com o respectivo número de ordem.$4$maioria absoluta república membros
a forma federativa de Estado;$16$presidente república câmara senado
o voto direto, secreto, universal e periódico;$4$maioria absoluta república membros
a separação dos Poderes;$-1$lei federal nacional sobre
os direitos e garantias individuais.$-1$lei federal nacional sobre
Não será objeto de deliberação a proposta de emenda tendente a abolir:$4$maioria absoluta república membros
A matéria constante de proposta de emenda rejeitada ou havida por prejudicada não pode ser objeto de nova proposta na mesma sessão legislativa.$-1$lei federal nacional sobre
A iniciativa das leis complementares e ordinárias cabe a qualquer membro ou comissão da Câmara dos Deputados, do Senado Federal ou do Congresso Nacional, ao Presidente da República, ao Supremo Tribunal Federal, aos Tribunais Superiores, ao Procurador-Geral da República e aos cidadãos, na forma e nos casos previstos nesta Constituição .$4$maioria absoluta república membros
fixem ou modifiquem os efetivos das Forças Armadas;$34$militares bombeiros polícias corpos
criação de cargos, funções ou empregos públicos na administração direta e autárquica ou aumento de sua remuneração;$3$cargo cargos emprego função
organização administrativa e judiciária, matéria tributária e orçamentária, serviços públicos e pessoal da administração dos Territórios;$0$ organização ministério administrativa seguintes
servidores públicos da União e Territórios, seu regime jurídico, provimento de cargos, estabilidade e aposentadoria de civis, reforma e transferência de militares para a inatividade;$3$cargo cargos emprego função
organização do Ministério Público e da Defensoria Pública da União, bem como normas gerais para a organização do Ministério Público e da Defensoria Pública dos Estados, do Distrito Federal e dos Territórios;$0$ organização ministério administrativa seguintes
criação, estruturação e atribuições dos Ministérios e órgãos da administração pública.$0$ organização ministério administrativa seguintes
militares das Forças Armadas, seu regime jurídico, provimento de cargos, promoções, estabilidade, remuneração, reforma e transferência para a reserva.$3$cargo cargos emprego função
disponham sobre:$14$sobre disporá legislar impostos
São de iniciativa privativa do Presidente da República as leis que:$0$ organização ministério administrativa seguintes
A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um por cento do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três décimos por cento dos eleitores de cada um deles.$-1$lei federal nacional sobre
Em caso de relevância e urgência, o Presidente da República poderá adotar medidas provisórias, com força de lei, devendo submetê-las de imediato ao Congresso Nacional, que, estando em recesso, será convocado extraordinariamente para se reunir no prazo de cinco dias.$43$imediato urgência congresso pauta
nacionalidade, cidadania, direitos políticos, partidos políticos e direito eleitoral;$31$políticos direitos rádio televisão
direito penal, processual penal e processual civil;$-1$lei federal nacional sobre
organização do Poder Judiciário e do Ministério Público, a carreira e a garantia de seus membros;$38$carreira nomear cargos prover
planos plurianuais, diretrizes orçamentárias, orçamento e créditos adicionais e suplementares, ressalvado o previsto no art. 167, § 3º;$1$deste aplica disposto desta
relativa a:$37$bens fortunas resoluções legislativos
que vise a detenção ou seqüestro de bens, de poupança popular ou qualquer outro ativo financeiro;$30$ crédito câmbio emissão operações
reservada a lei complementar;$37$bens fortunas resoluções legislativos
já disciplinada em projeto de lei aprovado pelo Congresso Nacional e pendente de sanção ou veto do Presidente da República.$4$maioria absoluta república membros
As medidas provisórias perderão eficácia, desde a edição, se não forem convertidas em lei no prazo de trinta dias, a partir de sua publicação, devendo o Congresso Nacional disciplinar as relações jurídicas delas decorrentes.$-1$lei federal nacional sobre
Medida provisória que implique instituição ou majoração de impostos, exceto os previstos nos arts. 153, I, II, IV, V, e 154, II, só produzirá efeitos no exercício financeiro seguinte se houver sido convertida em lei até o último dia daquele em que foi editada.$1$deste aplica disposto desta
As medidas provisórias, ressalvado o disposto nos §§ 11 e 12 perderão eficácia, desde a edição, se não forem convertidas em lei no prazo de sessenta dias, prorrogável, nos termos do § 7º, uma vez por igual período, devendo o Congresso Nacional disciplinar, por decreto legislativo, as relações jurídicas delas decorrentes.$-1$lei federal nacional sobre
O prazo a que se refere o § 3º contar-se-á da publicação da medida provisória, suspendendo-se durante os períodos de recesso do Congresso Nacional.$12$dias prazo quatro congresso
A deliberação de cada uma das Casas do Congresso Nacional sobre o mérito das medidas provisórias dependerá de juízo prévio sobre o atendimento de seus pressupostos constitucionais.$-1$lei federal nacional sobre
Se a medida provisória não for apreciada em até quarenta e cinco dias contados de sua publicação, entrará em regime de urgência, subseqüentemente, em cada uma das Casas do Congresso Nacional, ficando sobrestadas, até que se ultime a votação, todas as demais deliberações legislativas da Casa em que estiver tramitando.$12$dias prazo quatro congresso
Prorrogar-se-á uma única vez por igual período a vigência de medida provisória que, no prazo de sessenta dias, contado de sua publicação, não tiver a sua votação encerrada nas duas Casas do Congresso Nacional.$-1$lei federal nacional sobre
As medidas provisórias terão sua votação iniciada na Câmara dos Deputados.$4$maioria absoluta república membros
Caberá à comissão mista de Deputados e Senadores examinar as medidas provisórias e sobre elas emitir parecer, antes de serem apreciadas, em sessão separada, pelo plenário de cada uma das Casas do Congresso Nacional.$4$maioria absoluta república membros
É vedada a reedição, na mesma sessão legislativa, de medida provisória que tenha sido rejeitada ou que tenha perdido sua eficácia por decurso de prazo.$-1$lei federal nacional sobre
Não editado o decreto legislativo a que se refere o § 3º até sessenta dias após a rejeição ou perda de eficácia de medida provisória, as relações jurídicas constituídas e decorrentes de atos praticados durante sua vigência conservar-se-ão por ela regidas.$-1$lei federal nacional sobre
Aprovado projeto de lei de conversão alterando o texto original da medida provisória, esta manter-se-á integralmente em vigor até que seja sancionado ou vetado o projeto.$-1$lei federal nacional sobre
nos projetos de iniciativa exclusiva do Presidente da República, ressalvado o disposto no art. 166, §§ 3º e 4º;$1$deste aplica disposto desta
nos projetos sobre organização dos serviços administrativos da Câmara dos Deputados, do Senado Federal, dos tribunais federais e do Ministério Público.$0$ organização ministério administrativa seguintes
Não será admitido aumento da despesa prevista:$-1$lei federal nacional sobre
A discussão e votação dos projetos de lei de iniciativa do Presidente da República, do Supremo Tribunal Federal e dos Tribunais Superiores terão início na Câmara dos Deputados.$4$maioria absoluta república membros
O Presidente da República poderá solicitar urgência para apreciação de projetos de sua iniciativa.$43$imediato urgência congresso pauta
Se, no caso do parágrafo anterior, a Câmara dos Deputados e o Senado Federal não se manifestarem, cada qual, sucessivamente, em até quarenta e cinco dias, sobre a proposição, será esta incluída na ordem do dia, sobrestando-se a deliberação quanto aos demais assuntos, para que se ultime a votação.$12$dias prazo quatro congresso
A apreciação das emendas do Senado Federal pela Câmara dos Deputados far-se-á no prazo de dez dias, observado quanto ao mais o disposto no parágrafo anterior.$12$dias prazo quatro congresso
Os prazos do § 2º não correm nos períodos de recesso do Congresso Nacional, nem se aplicam aos projetos de código.$-1$lei federal nacional sobre
O projeto de lei aprovado por uma Casa será revisto pela outra, em um só turno de discussão e votação, e enviado à sanção ou promulgação, se a Casa revisora o aprovar, ou arquivado, se o rejeitar.$4$maioria absoluta república membros
Sendo o projeto emendado, voltará à Casa iniciadora.$-1$lei federal nacional sobre
A Casa na qual tenha sido concluída a votação enviará o projeto de lei ao Presidente da República, que, aquiescendo, o sancionará.$4$maioria absoluta república membros
Se o Presidente da República considerar o projeto, no todo ou em parte, inconstitucional ou contrário ao interesse público, vetá-lo-á total ou parcialmente, no prazo de quinze dias úteis, contados da data do recebimento, e comunicará, dentro de quarenta e oito horas, ao Presidente do Senado Federal os motivos do veto.$4$maioria absoluta república membros
O veto parcial somente abrangerá texto integral de artigo, de parágrafo, de inciso ou de alínea.$-1$lei federal nacional sobre
Decorrido o prazo de quinze dias, o silêncio do Presidente da República importará sanção.$12$dias prazo quatro congresso
O veto será apreciado em sessão conjunta, dentro de trinta dias a contar de seu recebimento, só podendo ser rejeitado pelo voto da maioria absoluta dos Deputados e Senadores, em escrutínio secreto.$4$maioria absoluta república membros
Se o veto não for mantido, será o projeto enviado, para promulgação, ao Presidente da República.$4$maioria absoluta república membros
Esgotado sem deliberação o prazo estabelecido no § 4º, o veto será colocado na ordem do dia da sessão imediata, sobrestadas as demais proposições, até sua votação final, ressalvadas as matérias de que trata o art. 62, parágrafo único.$-1$lei federal nacional sobre
Se a lei não for promulgada dentro de quarenta e oito horas pelo Presidente da República, nos casos dos §§ 3º e 5º, o Presidente do Senado a promulgará, e, se este não o fizer em igual prazo, caberá ao Vice-Presidente do Senado fazê-lo.$12$dias prazo quatro congresso
A matéria constante de projeto de lei rejeitado somente poderá constituir objeto de novo projeto, na mesma sessão legislativa, mediante proposta da maioria absoluta dos membros de qualquer das Casas do Congresso Nacional.$4$maioria absoluta república membros
As leis delegadas serão elaboradas pelo Presidente da República, que deverá solicitar a delegação ao Congresso Nacional.$43$imediato urgência congresso pauta
organização do Poder Judiciário e do Ministério Público, a carreira e a garantia de seus membros;$38$carreira nomear cargos prover
nacionalidade, cidadania, direitos individuais, políticos e eleitorais;$31$políticos direitos rádio televisão
planos plurianuais, diretrizes orçamentárias e orçamentos.$8$diretrizes orçamentárias plurianual anual
Não serão objeto de delegação os atos de competência exclusiva do Congresso Nacional, os de competência privativa da Câmara dos Deputados ou do Senado Federal, a matéria reservada à lei complementar, nem a legislação sobre:$-1$lei federal nacional sobre
A delegação ao Presidente da República terá a forma de resolução do Congresso Nacional, que especificará seu conteúdo e os termos de seu exercício.$-1$lei federal nacional sobre
Se a resolução determinar a apreciação do projeto pelo Congresso Nacional, este a fará em votação única, vedada qualquer emenda.$4$maioria absoluta república membros
As leis complementares serão aprovadas por maioria absoluta.$4$maioria absoluta república membros
A fiscalização contábil, financeira, orçamentária, operacional e patrimonial da União e das entidades da administração direta e indireta, quanto à legalidade, legitimidade, economicidade, aplicação das subvenções e renúncia de receitas, será exercida pelo Congresso Nacional, mediante controle externo, e pelo sistema de controle interno de cada Poder.$17$direta indireta administração fundações
Prestará contas qualquer pessoa física ou entidade pública que utilize, arrecade, guarde, gerencie ou administre dinheiros, bens e valores públicos ou pelos quais a União responda, ou que, em nome desta, assuma obrigações de natureza pecuniária.$17$direta indireta administração fundações
apreciar as contas prestadas anualmente pelo Presidente da República, mediante parecer prévio, que deverá ser elaborado em sessenta dias a contar de seu recebimento;$12$dias prazo quatro congresso
julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos da administração direta e indireta, incluídas as fundações e sociedades instituídas e mantidas pelo poder público federal, e as contas daqueles que derem causa a perda, extravio ou outra irregularidade de que resulte prejuízo ao erário público;$17$direta indireta administração fundações
apreciar, para fins de registro, a legalidade dos atos de admissão de pessoal, a qualquer título, na administração direta e indireta, incluídas as fundações instituídas e mantidas pelo poder público, excetuadas as nomeações para cargo de provimento em comissão, bem como a das concessões de aposentadorias, reformas e pensões, ressalvadas as melhorias posteriores que não alterem o fundamento legal do ato concessório;$-1$lei federal nacional sobre
realizar, por iniciativa própria, da Câmara dos Deputados, do Senado Federal, de comissão técnica ou de inquérito, inspeções e auditorias de natureza contábil, financeira, orçamentária, operacional e patrimonial, nas unidades administrativas dos Poderes Legislativo, Executivo e Judiciário, e demais entidades referidas no inciso II;$-1$lei federal nacional sobre
fiscalizar as contas nacionais das empresas supranacionais de cujo capital social a União participe, de forma direta ou indireta, nos termos do tratado constitutivo;$17$direta indireta administração fundações
fiscalizar a aplicação de quaisquer recursos repassados pela União, mediante convênio, acordo, ajuste ou outros instrumentos congêneres, a Estado, ao Distrito Federal ou a Município;$-1$lei federal nacional sobre
prestar as informações solicitadas pelo Congresso Nacional, por qualquer de suas Casas, ou por qualquer das respectivas comissões, sobre a fiscalização contábil, financeira, orçamentária, operacional e patrimonial e sobre resultados de auditorias e inspeções realizadas;$-1$lei federal nacional sobre
aplicar aos responsáveis, em caso de ilegalidade de despesa ou irregularidade de contas, as sanções previstas em lei, que estabelecerá, entre outras cominações, multa proporcional ao dano causado ao erário;$-1$lei federal nacional sobre
assinar prazo para que o órgão ou entidade adote as providências necessárias ao exato cumprimento da lei, se verificada ilegalidade;$-1$lei federal nacional sobre
sustar, se não atendido, a execução do ato impugnado, comunicando a decisão à Câmara dos Deputados e ao Senado Federal;$-1$lei federal nacional sobre
representar ao Poder competente sobre irregularidades ou abusos apurados.$-1$lei federal nacional sobre
O controle externo, a cargo do Congresso Nacional, será exercido com o auxílio do Tribunal de Contas da União, ao qual compete:$0$ organização ministério administrativa seguintes
No caso de contrato, o ato de sustação será adotado diretamente pelo Congresso Nacional, que solicitará, de imediato, ao Poder Executivo as medidas cabíveis.$43$imediato urgência congresso pauta
Se o Congresso Nacional ou o Poder Executivo, no prazo de noventa dias, não efetivar as medidas previstas no parágrafo anterior, o Tribunal decidirá a respeito.$12$dias prazo quatro congresso
As decisões do Tribunal de que resulte imputação de débito ou multa terão eficácia de título executivo.$9$prisão ninguém julgado sentença
O Tribunal encaminhará ao Congresso Nacional, trimestral e anualmente, relatório de suas atividades.$8$diretrizes orçamentárias plurianual anual
A comissão mista permanente a que se refere o art. 166, § 1º, diante de indícios de despesas não autorizadas, ainda que sob a forma de investimentos não programados ou de subsídios não aprovados, poderá solicitar à autoridade governamental responsável que, no prazo de cinco dias, preste os esclarecimentos necessários.$1$deste aplica disposto desta
Não prestados os esclarecimentos, ou considerados estes insuficientes, a comissão solicitará ao Tribunal pronunciamento conclusivo sobre a matéria, no prazo de trinta dias.$-1$lei federal nacional sobre
Entendendo o Tribunal irregular a despesa, a comissão, se julgar que o gasto possa causar dano irreparável ou grave lesão à economia pública, proporá ao Congresso Nacional sua sustação.$42$dano danos indenização culpa
O Tribunal de Contas da União, integrado por nove Ministros, tem sede no Distrito Federal, quadro próprio de pessoal e jurisdição em todo o território nacional, exercendo, no que couber, as atribuições previstas no art. 96.$-1$lei federal nacional sobre
mais de trinta e cinco e menos de sessenta e cinco anos de idade;$10$ anos cinco trinta idade
idoneidade moral e reputação ilibada;$-1$lei federal nacional sobre
notórios conhecimentos jurídicos, contábeis, econômicos e financeiros ou de administração pública;$-1$lei federal nacional sobre
mais de dez anos de exercício de função ou de efetiva atividade profissional que exija os conhecimentos mencionados no inciso anterior.$-1$lei federal nacional sobre
Os Ministros do Tribunal de Contas da União serão nomeados dentre brasileiros que satisfaçam os seguintes requisitos:$0$ organização ministério administrativa seguintes
um terço pelo Presidente da República, com aprovação do Senado Federal, sendo dois alternadamente dentre auditores e membros do Ministério Público junto ao Tribunal, indicados em lista tríplice pelo Tribunal, segundo os critérios de antiguidade e merecimento;$39$indicados dentre dois saber
dois terços pelo Congresso Nacional.$39$indicados dentre dois saber
Os Ministros do Tribunal de Contas da União serão escolhidos:$-1$lei federal nacional sobre
Os Ministros do Tribunal de Contas da União terão as mesmas garantias, prerrogativas, impedimentos, vencimentos e vantagens dos Ministros do Superior Tribunal de Justiça e somente poderão aposentar-se com as vantagens do cargo quando o tiverem exercido efetivamente por mais de cinco anos.$-1$lei federal nacional sobre
O auditor, quando em substituição a Ministro, terá as mesmas garantias e impedimentos do titular e, quando no exercício das demais atribuições da judicatura, as de juiz de Tribunal Regional Federal.$-1$lei federal nacional sobre
avaliar o cumprimento das metas previstas no plano plurianual, a execução dos programas de governo e dos orçamentos da União;$8$diretrizes orçamentárias plurianual anual
comprovar a legalidade e avaliar os resultados, quanto à eficácia e eficiência, da gestão orçamentária, financeira e patrimonial nos órgãos e entidades da administração federal, bem como da aplicação de recursos públicos por entidades de direito privado;$0$ organização ministério administrativa seguintes
exercer o controle das operações de crédito, avais e garantias, bem como dos direitos e haveres da União;$30$ crédito câmbio emissão operações
apoiar o controle externo no exercício de sua missão institucional.$0$ organização ministério administrativa seguintes
Os Poderes Legislativo, Executivo e Judiciário manterão, de forma integrada, sistema de controle interno com a finalidade de:$0$ organização ministério administrativa seguintes
Os responsáveis pelo controle interno, ao tomarem conhecimento de qualquer irregularidade ou ilegalidade, dela darão ciência ao Tribunal de Contas da União, sob pena de responsabilidade solidária.$-1$lei federal nacional sobre
Qualquer cidadão, partido político, associação ou sindicato é parte legítima para, na forma da lei, denunciar irregularidades ou ilegalidades perante o Tribunal de Contas da União.$21$reclamações contra receber auxiliares
As normas estabelecidas nesta Seção aplicam-se, no que couber, à organização, composição e fiscalização dos Tribunais de Contas dos Estados e do Distrito Federal, bem como dos Tribunais e Conselhos de Contas dos Municípios.$0$ organização ministério administrativa seguintes
As Constituições estaduais disporão sobre os Tribunais de Contas respectivos, que serão integrados por sete conselheiros.$-1$lei federal nacional sobre
O Poder Executivo é exercido pelo Presidente da República, auxiliado pelos Ministros de Estado.$0$ organização ministério administrativa seguintes
A eleição do Presidente e do Vice-Presidente da República realizar-se-á, simultaneamente, noventa dias antes do término do mandato presidencial vigente.$12$dias prazo quatro congresso
A eleição do Presidente da República importará a do Vice-Presidente com ele registrado.$-1$lei federal nacional sobre
Será considerado eleito Presidente o candidato que, registrado por partido político, obtiver a maioria absoluta de votos, não computados os em branco e os nulos.$4$maioria absoluta república membros
Se nenhum candidato alcançar maioria absoluta na primeira votação, far-se-á nova eleição em até vinte dias após a proclamação do resultado, concorrendo os dois candidatos mais votados e considerando-se eleito aquele que obtiver a maioria dos votos válidos.$4$maioria absoluta república membros
Se, antes de realizado o segundo turno, ocorrer morte, desistência ou impedimento legal de candidato, convocar-se-á, dentre os remanescentes, o de maior votação.$-1$lei federal nacional sobre
Se, na hipótese dos parágrafos anteriores, remanescer, em segundo lugar, mais de um candidato com a mesma votação, qualificar-se-á o mais idoso.$-1$lei federal nacional sobre
O Presidente e o Vice-Presidente da República tomarão posse em sessão do Congresso Nacional, prestando o compromisso de manter, defender e cumprir a Constituição , observar as leis, promover o bem geral do povo brasileiro, sustentar a união, a integridade e a independência do Brasil.$0$ organização ministério administrativa seguintes
Se, decorridos dez dias da data fixada para a posse, o Presidente ou o Vice-Presidente, salvo motivo de força maior, não tiver assumido o cargo, este será declarado vago.$-1$lei federal nacional sobre
Substituirá o Presidente, no caso de impedimento, e suceder-lhe-á, no de vaga, o Vice-Presidente.$-1$lei federal nacional sobre
O Vice-Presidente da República, além de outras atribuições que lhe forem conferidas por lei complementar, auxiliará o Presidente, sempre que por ele convocado para missões especiais.$0$ organização ministério administrativa seguintes
Em caso de impedimento do Presidente e do Vice-Presidente, ou vacância dos respectivos cargos, serão sucessivamente chamados ao exercício da Presidência o Presidente da Câmara dos Deputados, o do Senado Federal e o do Supremo Tribunal Federal.$-1$lei federal nacional sobre
Vagando os cargos de Presidente e Vice-Presidente da República, far-se-á eleição noventa dias depois de aberta a última vaga.$-1$lei federal nacional sobre
Ocorrendo a vacância nos últimos dois anos do período presidencial, a eleição para ambos os cargos será feita trinta dias depois da última vaga, pelo Congresso Nacional, na forma da lei.$4$maioria absoluta república membros
Em qualquer dos casos, os eleitos deverão completar o período de seus antecessores.$12$dias prazo quatro congresso
O mandato do Presidente da República é de cinco anos, vedada a reeleição para o período subseqüente, e terá início em 1º de janeiro do ano seguinte ao da sua eleição.$-1$lei federal nacional sobre
O Presidente e o Vice-Presidente da República não poderão, sem licença do Congresso Nacional, ausentar-se do País por período superior a quinze dias, sob pena de perda do cargo.$12$dias prazo quatro congresso
nomear e exonerar os Ministros de Estado;$38$carreira nomear cargos prover
exercer, com o auxílio dos Ministros de Estado, a direção superior da administração federal;$0$ organização ministério administrativa seguintes
iniciar o processo legislativo, na forma e nos casos previstos nesta Constituição ;$7$lei nesta casos previstos
sancionar, promulgar e fazer publicar as leis, bem como expedir decretos e regulamentos para sua fiel execução;$0$ organização ministério administrativa seguintes
vetar projetos de lei, total ou parcialmente;$-1$lei federal nacional sobre
organização e funcionamento da administração federal, quando não implicar aumento de despesa nem criação ou extinção de órgãos públicos;$3$cargo cargos emprego função
extinção de funções ou cargos públicos, quando vagos;$3$cargo cargos emprego função
dispor sobre a organização e o funcionamento da administração federal, na forma da lei;$0$ organização ministério administrativa seguintes
manter relações com Estados estrangeiros e acreditar seus representantes diplomáticos;$-1$lei federal nacional sobre
celebrar tratados, convenções e atos internacionais, sujeitos a referendo do Congresso Nacional;$-1$lei federal nacional sobre
decretar o estado de defesa e o estado de sítio;$32$sítio estado defesa intervenção
decretar e executar a intervenção federal;$32$sítio estado defesa intervenção
remeter mensagem e plano de governo ao Congresso Nacional por ocasião da abertura da sessão legislativa, expondo a situação do País e solicitando as providências que julgar necessárias;$43$imediato urgência congresso pauta
conceder indulto e comutar penas, com audiência, se necessário, dos órgãos instituídos em lei;$9$prisão ninguém julgado sentença
exercer o comando supremo das Forças Armadas, promover seus oficiais-generais e nomeá-los para os cargos que lhes são privativos;$38$carreira nomear cargos prover
nomear, após aprovação pelo Senado Federal, os Ministros do Supremo Tribunal Federal e dos Tribunais Superiores, os Governadores de Territórios, o Procurador-Geral da República, o presidente e os diretores do Banco Central e outros servidores, quando determinado em lei;$-1$lei federal nacional sobre
nomear, observado o disposto no art. 73, os Ministros do Tribunal de Contas da União;$38$carreira nomear cargos prover
nomear os magistrados, nos casos previstos nesta Constituição , e o Advogado-Geral da União;$38$carreira nomear cargos prover
nomear membros do Conselho da República, nos termos do art. 89, VII;$1$deste aplica disposto desta
convocar e presidir o Conselho da República e o Conselho de Defesa Nacional;$-1$lei federal nacional sobre
declarar guerra, no caso de agressão estrangeira, autorizado pelo Congresso Nacional ou referendado por ele, quando ocorrida no intervalo das sessões legislativas, e, nas mesmas condições, decretar, total ou parcialmente, a mobilização nacional;$-1$lei federal nacional sobre
celebrar a paz, autorizado ou com o referendo do Congresso Nacional;$-1$lei federal nacional sobre
conferir condecorações e distinções honoríficas;$-1$lei federal nacional sobre
permitir, nos casos previstos em lei complementar, que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente;$-1$lei federal nacional sobre
enviar ao Congresso Nacional o plano plurianual, o projeto de lei de diretrizes orçamentárias e as propostas de orçamento previstas nesta Constituição ;$8$diretrizes orçamentárias plurianual anual
prestar, anualmente, ao Congresso Nacional, dentro de sessenta dias após a abertura da sessão legislativa, as contas referentes ao exercício anterior;$12$dias prazo quatro congresso
prover e extinguir os cargos públicos federais, na forma da lei;$38$carreira nomear cargos prover
editar medidas provisórias com força de lei, nos termos do art. 62;$-1$lei federal nacional sobre
exercer outras atribuições previstas nesta Constituição .$0$ organização ministério administrativa seguintes
propor ao Congresso Nacional a decretação do estado de calamidade pública de âmbito nacional previsto nos arts. 167-B, 167-C, 167-D, 167-E, 167-F e 167-G desta Constituição.$1$deste aplica disposto desta
Compete privativamente ao Presidente da República:$41$compete privativamente senado facultado
O Presidente da República poderá delegar as atribuições mencionadas nos incisos VI, XII e XXV, primeira parte, aos Ministros de Estado, ao Procurador-Geral da República ou ao Advogado-Geral da União, que observarão os limites traçados nas respectivas delegações.$1$deste aplica disposto desta
a existência da União;$20$ polícia ferroviária rodoviária anistia
o livre exercício do Poder Legislativo, do Poder Judiciário, do Ministério Público e dos Poderes constitucionais das unidades da Federação;$0$ organização ministério administrativa seguintes
o exercício dos direitos políticos, individuais e sociais;$31$políticos direitos rádio televisão
a segurança interna do País;$-1$lei federal nacional sobre
a probidade na administração;$-1$lei federal nacional sobre
a lei orçamentária;$8$diretrizes orçamentárias plurianual anual
o cumprimento das leis e das decisões judiciais.$-1$lei federal nacional sobre
São crimes de responsabilidade os atos do Presidente da República que atentem contra a Constituição Federal e, especialmente, contra:$7$lei nesta casos previstos
Esses crimes serão definidos em lei especial, que estabelecerá as normas de processo e julgamento.$0$ organização ministério administrativa seguintes
Admitida a acusação contra o Presidente da República, por dois terços da Câmara dos Deputados, será ele submetido a julgamento perante o Supremo Tribunal Federal, nas infrações penais comuns, ou perante o Senado Federal, nos crimes de responsabilidade.$4$maioria absoluta república membros
nas infrações penais comuns, se recebida a denúncia ou queixa-crime pelo Supremo Tribunal Federal;$-1$lei federal nacional sobre
nos crimes de responsabilidade, após a instauração do processo pelo Senado Federal.$-1$lei federal nacional sobre
O Presidente ficará suspenso de suas funções:$3$cargo cargos emprego função
Se, decorrido o prazo de cento e oitenta dias, o julgamento não estiver concluído, cessará o afastamento do Presidente, sem prejuízo do regular prosseguimento do processo.$12$dias prazo quatro congresso
Enquanto não sobrevier sentença condenatória, nas infrações comuns, o Presidente da República não estará sujeito a prisão.$9$prisão ninguém julgado sentença
O Presidente da República, na vigência de seu mandato, não pode ser responsabilizado por atos estranhos ao exercício de suas funções.$-1$lei federal nacional sobre
Os Ministros de Estado serão escolhidos dentre brasileiros maiores de vinte e um anos e no exercício dos direitos políticos.$10$ anos cinco trinta idade
exercer a orientação, coordenação e supervisão dos órgãos e entidades da administração federal na área de sua competência e referendar os atos e decretos assinados pelo Presidente da República;$0$ organização ministério administrativa seguintes
expedir instruções para a execução das leis, decretos e regulamentos;$0$ organização ministério administrativa seguintes
apresentar ao Presidente da República relatório anual de sua gestão no Ministério;$8$diretrizes orçamentárias plurianual anual
praticar os atos pertinentes às atribuições que lhe forem outorgadas ou delegadas pelo Presidente da República.$0$ organização ministério administrativa seguintes
Compete ao Ministro de Estado, além de outras atribuições estabelecidas nesta Constituição e na lei:$0$ organização ministério administrativa seguintes
A lei disporá sobre a criação, estruturação e atribuições dos Ministérios.$-1$lei federal nacional sobre
o Vice-Presidente da República;$16$presidente república câmara senado
o Presidente da Câmara dos Deputados;$16$presidente república câmara senado
o Presidente do Senado Federal;$16$presidente república câmara senado
os líderes da maioria e da minoria na Câmara dos Deputados;$16$presidente república câmara senado
